Iteration	Residual_2norm
456	167.549354
457	167.535461
458	167.521569
459	167.507679
460	167.493789
461	167.479901
462	167.466014
463	167.452128
464	167.438243
465	167.424360
466	167.410477
467	167.396596
468	167.382715
469	167.368836
470	167.354958
471	167.341082
472	167.327206
473	167.313332
474	167.299458
475	167.285586
476	167.271715
477	167.257845
478	167.243976
479	167.230109
480	167.216242
481	167.202377
482	167.188513
483	167.174650
484	167.160788
485	167.146928
486	167.133068
487	167.119210
488	167.105352
489	167.091496
490	167.077641
491	167.063788
492	167.049935
493	167.036083
494	167.022233
495	167.008384
496	166.994536
497	166.980689
498	166.966843
499	166.952999
500	166.939155
501	166.925313
502	166.911472
503	166.897632
504	166.883793
505	166.869955
506	166.856118
507	166.842283
508	166.828449
509	166.814616
510	166.800784
511	166.786953
512	166.773123
513	166.759294
514	166.745467
515	166.731641
516	166.717816
517	166.703992
518	166.690169
519	166.676347
520	166.662527
521	166.648707
522	166.634889
523	166.621072
524	166.607256
525	166.593441
526	166.579628
527	166.565815
528	166.552004
529	166.538193
530	166.524384
531	166.510576
532	166.496770
533	166.482964
534	166.469159
535	166.455356
536	166.441554
537	166.427753
538	166.413953
539	166.400154
540	166.386356
541	166.372560
542	166.358765
543	166.344970
544	166.331177
545	166.317385
546	166.303595
547	166.289805
548	166.276016
549	166.262229
550	166.248443
551	166.234658
552	166.220874
553	166.207091
554	166.193310
555	166.179529
556	166.165750
557	166.151971
558	166.138194
559	166.124418
560	166.110644
561	166.096870
562	166.083097
563	166.069326
564	166.055556
565	166.041787
566	166.028019
567	166.014252
568	166.000486
569	165.986722
570	165.972959
571	165.959196
572	165.945435
573	165.931675
574	165.917916
575	165.904159
576	165.890402
577	165.876647
578	165.862893
579	165.849139
580	165.835387
581	165.821637
582	165.807887
583	165.794138
584	165.780391
585	165.766645
586	165.752900
587	165.739156
588	165.725413
589	165.711671
590	165.697930
591	165.684191
592	165.670453
593	165.656716
594	165.642980
595	165.629245
596	165.615511
597	165.601778
598	165.588047
599	165.574316
600	165.560587
601	165.546859
602	165.533132
603	165.519407
604	165.505682
605	165.491958
606	165.478236
607	165.464515
608	165.450795
609	165.437076
610	165.423358
611	165.409641
612	165.395926
613	165.382211
614	165.368498
615	165.354786
616	165.341075
617	165.327365
618	165.313656
619	165.299949
620	165.286242
621	165.272537
622	165.258833
623	165.245130
624	165.231428
625	165.217727
626	165.204027
627	165.190329
628	165.176631
629	165.162935
630	165.149240
631	165.135546
632	165.121853
633	165.108162
634	165.094471
635	165.080782
636	165.067093
637	165.053406
638	165.039720
639	165.026035
640	165.012352
641	164.998669
642	164.984987
643	164.971307
644	164.957628
645	164.943950
646	164.930273
647	164.916597
648	164.902922
649	164.889249
650	164.875576
651	164.861905
652	164.848235
653	164.834566
654	164.820898
655	164.807231
656	164.793566
657	164.779901
658	164.766238
659	164.752576
660	164.738915
661	164.725255
662	164.711596
663	164.697938
664	164.684282
665	164.670626
666	164.656972
667	164.643319
668	164.629667
669	164.616016
670	164.602366
671	164.588717
672	164.575070
673	164.561424
674	164.547778
675	164.534134
676	164.520491
677	164.506849
678	164.493209
679	164.479569
680	164.465931
681	164.452293
682	164.438657
683	164.425022
684	164.411388
685	164.397755
686	164.384124
687	164.370493
688	164.356864
689	164.343235
690	164.329608
691	164.315982
692	164.302357
693	164.288734
694	164.275111
695	164.261489
696	164.247869
697	164.234250
698	164.220632
699	164.207015
700	164.193399
701	164.179784
702	164.166171
703	164.152558
704	164.138947
705	164.125336
706	164.111727
707	164.098119
708	164.084513
709	164.070907
710	164.057302
711	164.043699
712	164.030097
713	164.016495
714	164.002895
715	163.989296
716	163.975698
717	163.962102
718	163.948506
719	163.934912
720	163.921319
721	163.907726
722	163.894135
723	163.880545
724	163.866957
725	163.853369
726	163.839782
727	163.826197
728	163.812613
729	163.799029
730	163.785447
731	163.771866
732	163.758287
733	163.744708
734	163.731130
735	163.717554
736	163.703979
737	163.690405
738	163.676832
739	163.663260
740	163.649689
741	163.636119
742	163.622551
743	163.608983
744	163.595417
745	163.581852
746	163.568288
747	163.554725
748	163.541163
749	163.527602
750	163.514043
751	163.500484
752	163.486927
753	163.473371
754	163.459816
755	163.446262
756	163.432709
757	163.419158
758	163.405607
759	163.392058
760	163.378509
761	163.364962
762	163.351416
763	163.337871
764	163.324327
765	163.310785
766	163.297243
767	163.283703
768	163.270163
769	163.256625
770	163.243088
771	163.229552
772	163.216017
773	163.202483
774	163.188951
775	163.175419
776	163.161889
777	163.148360
778	163.134832
779	163.121305
780	163.107779
781	163.094254
782	163.080730
783	163.067208
784	163.053687
785	163.040166
786	163.026647
787	163.013129
788	162.999612
789	162.986096
790	162.972582
791	162.959068
792	162.945556
793	162.932045
794	162.918534
795	162.905025
796	162.891517
797	162.878011
798	162.864505
799	162.851000
800	162.837497
801	162.823995
802	162.810493
803	162.796993
804	162.783494
805	162.769996
806	162.756500
807	162.743004
808	162.729509
809	162.716016
810	162.702524
811	162.689033
812	162.675543
813	162.662054
814	162.648566
815	162.635079
816	162.621594
817	162.608109
818	162.594626
819	162.581144
820	162.567663
821	162.554183
822	162.540704
823	162.527226
824	162.513749
825	162.500274
826	162.486800
827	162.473326
828	162.459854
829	162.446383
830	162.432913
831	162.419444
832	162.405977
833	162.392510
834	162.379045
835	162.365580
836	162.352117
837	162.338655
838	162.325194
839	162.311734
840	162.298275
841	162.284818
842	162.271361
843	162.257906
844	162.244452
845	162.230998
846	162.217546
847	162.204095
848	162.190646
849	162.177197
850	162.163749
851	162.150303
852	162.136857
853	162.123413
854	162.109970
855	162.096528
856	162.083087
857	162.069647
858	162.056209
859	162.042771
860	162.029335
861	162.015899
862	162.002465
863	161.989032
864	161.975600
865	161.962169
866	161.948739
867	161.935311
868	161.921883
869	161.908457
870	161.895031
871	161.881607
872	161.868184
873	161.854762
874	161.841341
875	161.827921
876	161.814503
877	161.801085
878	161.787669
879	161.774253
880	161.760839
881	161.747426
882	161.734014
883	161.720603
884	161.707194
885	161.693785
886	161.680377
887	161.666971
888	161.653566
889	161.640162
890	161.626758
891	161.613356
892	161.599956
893	161.586556
894	161.573157
895	161.559760
896	161.546363
897	161.532968
898	161.519574
899	161.506181
900	161.492789
901	161.479398
902	161.466008
903	161.452619
904	161.439232
905	161.425846
906	161.412460
907	161.399076
908	161.385693
909	161.372311
910	161.358930
911	161.345550
912	161.332172
913	161.318794
914	161.305418
915	161.292042
916	161.278668
917	161.265295
918	161.251923
919	161.238552
920	161.225182
921	161.211814
922	161.198446
923	161.185080
924	161.171714
925	161.158350
926	161.144987
927	161.131625
928	161.118264
929	161.104904
930	161.091545
931	161.078188
932	161.064831
933	161.051476
934	161.038122
935	161.024768
936	161.011416
937	160.998065
938	160.984716
939	160.971367
940	160.958019
941	160.944673
942	160.931327
943	160.917983
944	160.904640
945	160.891298
946	160.877957
947	160.864617
948	160.851278
949	160.837940
950	160.824604
951	160.811268
952	160.797934
953	160.784600
954	160.771268
955	160.757937
956	160.744607
957	160.731279
958	160.717951
959	160.704624
960	160.691299
961	160.677974
962	160.664651
963	160.651329
964	160.638008
965	160.624688
966	160.611369
967	160.598051
968	160.584734
969	160.571419
970	160.558104
971	160.544791
972	160.531478
973	160.518167
974	160.504857
975	160.491548
976	160.478240
977	160.464934
978	160.451628
979	160.438323
980	160.425020
981	160.411718
982	160.398416
983	160.385116
984	160.371817
985	160.358519
986	160.345222
987	160.331927
988	160.318632
989	160.305339
990	160.292046
991	160.278755
992	160.265465
993	160.252175
994	160.238887
995	160.225601
996	160.212315
997	160.199030
998	160.185746
999	160.172464
1000	160.159182
1001	160.145902
1002	160.132623
1003	160.119345
1004	160.106068
1005	160.092792
1006	160.079517
1007	160.066243
1008	160.052971
1009	160.039699
1010	160.026429
1011	160.013160
1012	159.999891
1013	159.986624
1014	159.973358
1015	159.960093
1016	159.946830
1017	159.933567
1018	159.920305
1019	159.907045
1020	159.893785
1021	159.880527
1022	159.867270
1023	159.854014
1024	159.840759
1025	159.827505
1026	159.814252
1027	159.801000
1028	159.787750
1029	159.774500
1030	159.761252
1031	159.748005
1032	159.734758
1033	159.721513
1034	159.708269
1035	159.695026
1036	159.681784
1037	159.668544
1038	159.655304
1039	159.642066
1040	159.628828
1041	159.615592
1042	159.602356
1043	159.589122
1044	159.575889
1045	159.562657
1046	159.549426
1047	159.536197
1048	159.522968
1049	159.509741
1050	159.496514
1051	159.483289
1052	159.470064
1053	159.456841
1054	159.443619
1055	159.430398
1056	159.417178
1057	159.403959
1058	159.390742
1059	159.377525
1060	159.364310
1061	159.351095
1062	159.337882
1063	159.324670
1064	159.311459
1065	159.298249
1066	159.285040
1067	159.271832
1068	159.258625
1069	159.245419
1070	159.232215
1071	159.219011
1072	159.205809
1073	159.192608
1074	159.179408
1075	159.166209
1076	159.153011
1077	159.139814
1078	159.126618
1079	159.113423
1080	159.100230
1081	159.087037
1082	159.073846
1083	159.060655
1084	159.047466
1085	159.034278
1086	159.021091
1087	159.007905
1088	158.994720
1089	158.981536
1090	158.968354
1091	158.955172
1092	158.941991
1093	158.928812
1094	158.915634
1095	158.902457
1096	158.889280
1097	158.876105
1098	158.862931
1099	158.849759
1100	158.836587
1101	158.823416
1102	158.810247
1103	158.797078
1104	158.783911
1105	158.770744
1106	158.757579
1107	158.744415
1108	158.731252
1109	158.718090
1110	158.704929
1111	158.691770
1112	158.678611
1113	158.665453
1114	158.652297
1115	158.639142
1116	158.625987
1117	158.612834
1118	158.599682
1119	158.586531
1120	158.573381
1121	158.560232
1122	158.547084
1123	158.533938
1124	158.520792
1125	158.507648
1126	158.494504
1127	158.481362
1128	158.468221
1129	158.455081
1130	158.441942
1131	158.428804
1132	158.415667
1133	158.402531
1134	158.389396
1135	158.376263
1136	158.363130
1137	158.349999
1138	158.336869
1139	158.323739
1140	158.310611
1141	158.297484
1142	158.284358
1143	158.271233
1144	158.258110
1145	158.244987
1146	158.231865
1147	158.218745
1148	158.205625
1149	158.192507
1150	158.179390
1151	158.166274
1152	158.153158
1153	158.140044
1154	158.126932
1155	158.113820
1156	158.100709
1157	158.087599
1158	158.074491
1159	158.061383
1160	158.048277
1161	158.035172
1162	158.022067
1163	158.008964
1164	157.995862
1165	157.982761
1166	157.969661
1167	157.956563
1168	157.943465
1169	157.930368
1170	157.917273
1171	157.904178
1172	157.891085
1173	157.877993
1174	157.864901
1175	157.851811
1176	157.838722
1177	157.825634
1178	157.812548
1179	157.799462
1180	157.786377
1181	157.773293
1182	157.760211
1183	157.747130
1184	157.734049
1185	157.720970
1186	157.707892
1187	157.694815
1188	157.681739
1189	157.668664
1190	157.655590
1191	157.642517
1192	157.629446
1193	157.616375
1194	157.603305
1195	157.590237
1196	157.577170
1197	157.564103
1198	157.551038
1199	157.537974
1200	157.524911
1201	157.511849
1202	157.498788
1203	157.485729
1204	157.472670
1205	157.459612
1206	157.446556
1207	157.433501
1208	157.420446
1209	157.407393
1210	157.394341
1211	157.381290
1212	157.368240
1213	157.355191
1214	157.342143
1215	157.329096
1216	157.316050
1217	157.303006
1218	157.289962
1219	157.276920
1220	157.263879
1221	157.250838
1222	157.237799
1223	157.224761
1224	157.211724
1225	157.198688
1226	157.185653
1227	157.172619
1228	157.159587
1229	157.146555
1230	157.133524
1231	157.120495
1232	157.107467
1233	157.094439
1234	157.081413
1235	157.068388
1236	157.055364
1237	157.042341
1238	157.029319
1239	157.016298
1240	157.003278
1241	156.990260
1242	156.977242
1243	156.964226
1244	156.951210
1245	156.938196
1246	156.925183
1247	156.912170
1248	156.899159
1249	156.886149
1250	156.873140
1251	156.860132
1252	156.847126
1253	156.834120
1254	156.821115
1255	156.808112
1256	156.795109
1257	156.782108
1258	156.769107
1259	156.756108
1260	156.743110
1261	156.730113
1262	156.717117
1263	156.704122
1264	156.691128
1265	156.678135
1266	156.665143
1267	156.652153
1268	156.639163
1269	156.626175
1270	156.613187
1271	156.600201
1272	156.587216
1273	156.574232
1274	156.561249
1275	156.548267
1276	156.535286
1277	156.522306
1278	156.509327
1279	156.496349
1280	156.483373
1281	156.470397
1282	156.457423
1283	156.444449
1284	156.431477
1285	156.418505
1286	156.405535
1287	156.392566
1288	156.379598
1289	156.366631
1290	156.353665
1291	156.340700
1292	156.327737
1293	156.314774
1294	156.301812
1295	156.288852
1296	156.275893
1297	156.262934
1298	156.249977
1299	156.237021
1300	156.224066
1301	156.211111
1302	156.198158
1303	156.185207
1304	156.172256
1305	156.159306
1306	156.146357
1307	156.133410
1308	156.120463
1309	156.107518
1310	156.094573
1311	156.081630
1312	156.068688
1313	156.055746
1314	156.042806
1315	156.029867
1316	156.016929
1317	156.003992
1318	155.991057
1319	155.978122
1320	155.965188
1321	155.952256
1322	155.939324
1323	155.926394
1324	155.913464
1325	155.900536
1326	155.887609
1327	155.874682
1328	155.861757
1329	155.848833
1330	155.835910
1331	155.822988
1332	155.810068
1333	155.797148
1334	155.784229
1335	155.771312
1336	155.758395
1337	155.745480
1338	155.732565
1339	155.719652
1340	155.706740
1341	155.693828
1342	155.680918
1343	155.668009
1344	155.655101
1345	155.642194
1346	155.629289
1347	155.616384
1348	155.603480
1349	155.590578
1350	155.577676
1351	155.564776
1352	155.551876
1353	155.538978
1354	155.526081
1355	155.513184
1356	155.500289
1357	155.487395
1358	155.474502
1359	155.461610
1360	155.448719
1361	155.435830
1362	155.422941
1363	155.410053
1364	155.397167
1365	155.384281
1366	155.371397
1367	155.358513
1368	155.345631
1369	155.332750
1370	155.319870
1371	155.306990
1372	155.294112
1373	155.281235
1374	155.268360
1375	155.255485
1376	155.242611
1377	155.229738
1378	155.216867
1379	155.203996
1380	155.191127
1381	155.178258
1382	155.165391
1383	155.152525
1384	155.139659
1385	155.126795
1386	155.113932
1387	155.101070
1388	155.088209
1389	155.075349
1390	155.062490
1391	155.049633
1392	155.036776
1393	155.023920
1394	155.011066
1395	154.998212
1396	154.985360
1397	154.972508
1398	154.959658
1399	154.946809
1400	154.933961
1401	154.921114
1402	154.908267
1403	154.895422
1404	154.882579
1405	154.869736
1406	154.856894
1407	154.844053
1408	154.831214
1409	154.818375
1410	154.805537
1411	154.792701
1412	154.779866
1413	154.767031
1414	154.754198
1415	154.741366
1416	154.728535
1417	154.715705
1418	154.702876
1419	154.690048
1420	154.677221
1421	154.664395
1422	154.651570
1423	154.638746
1424	154.625924
1425	154.613102
1426	154.600282
1427	154.587462
1428	154.574644
1429	154.561827
1430	154.549010
1431	154.536195
1432	154.523381
1433	154.510568
1434	154.497756
1435	154.484945
1436	154.472135
1437	154.459326
1438	154.446519
1439	154.433712
1440	154.420906
1441	154.408102
1442	154.395298
1443	154.382496
1444	154.369694
1445	154.356894
1446	154.344095
1447	154.331296
1448	154.318499
1449	154.305703
1450	154.292908
1451	154.280114
1452	154.267321
1453	154.254530
1454	154.241739
1455	154.228949
1456	154.216160
1457	154.203373
1458	154.190586
1459	154.177801
1460	154.165016
1461	154.152233
1462	154.139451
1463	154.126669
1464	154.113889
1465	154.101110
1466	154.088332
1467	154.075555
1468	154.062779
1469	154.050004
1470	154.037230
1471	154.024458
1472	154.011686
1473	153.998915
1474	153.986146
1475	153.973377
1476	153.960610
1477	153.947843
1478	153.935078
1479	153.922314
1480	153.909550
1481	153.896788
1482	153.884027
1483	153.871267
1484	153.858508
1485	153.845750
1486	153.832993
1487	153.820237
1488	153.807483
1489	153.794729
1490	153.781976
1491	153.769225
1492	153.756474
1493	153.743725
1494	153.730976
1495	153.718229
1496	153.705483
1497	153.692737
1498	153.679993
1499	153.667250
1500	153.654508
1501	153.641767
1502	153.629027
1503	153.616288
1504	153.603550
1505	153.590813
1506	153.578078
1507	153.565343
1508	153.552609
1509	153.539877
1510	153.527145
1511	153.514415
1512	153.501685
1513	153.488957
1514	153.476230
1515	153.463503
1516	153.450778
1517	153.438054
1518	153.425331
1519	153.412609
1520	153.399888
1521	153.387168
1522	153.374449
1523	153.361731
1524	153.349015
1525	153.336299
1526	153.323584
1527	153.310871
1528	153.298158
1529	153.285447
1530	153.272736
1531	153.260027
1532	153.247318
1533	153.234611
1534	153.221905
1535	153.209200
1536	153.196496
1537	153.183793
1538	153.171091
1539	153.158390
1540	153.145690
1541	153.132991
1542	153.120293
1543	153.107596
1544	153.094901
1545	153.082206
1546	153.069512
1547	153.056820
1548	153.044128
1549	153.031438
1550	153.018749
1551	153.006060
1552	152.993373
1553	152.980687
1554	152.968002
1555	152.955318
1556	152.942634
1557	152.929952
1558	152.917272
1559	152.904592
1560	152.891913
1561	152.879235
1562	152.866558
1563	152.853883
1564	152.841208
1565	152.828534
1566	152.815862
1567	152.803190
1568	152.790520
1569	152.777850
1570	152.765182
1571	152.752515
1572	152.739848
1573	152.727183
1574	152.714519
1575	152.701856
1576	152.689194
1577	152.676533
1578	152.663873
1579	152.651214
1580	152.638556
1581	152.625899
1582	152.613244
1583	152.600589
1584	152.587935
1585	152.575283
1586	152.562631
1587	152.549981
1588	152.537331
1589	152.524683
1590	152.512035
1591	152.499389
1592	152.486744
1593	152.474100
1594	152.461457
1595	152.448814
1596	152.436173
1597	152.423533
1598	152.410894
1599	152.398256
1600	152.385620
1601	152.372984
1602	152.360349
1603	152.347715
1604	152.335083
1605	152.322451
1606	152.309820
1607	152.297191
1608	152.284562
1609	152.271935
1610	152.259308
1611	152.246683
1612	152.234059
1613	152.221435
1614	152.208813
1615	152.196192
1616	152.183572
1617	152.170953
1618	152.158335
1619	152.145718
1620	152.133102
1621	152.120487
1622	152.107873
1623	152.095260
1624	152.082649
1625	152.070038
1626	152.057428
1627	152.044820
1628	152.032212
1629	152.019606
1630	152.007000
1631	151.994396
1632	151.981792
1633	151.969190
1634	151.956589
1635	151.943988
1636	151.931389
1637	151.918791
1638	151.906194
1639	151.893598
1640	151.881003
1641	151.868409
1642	151.855816
1643	151.843224
1644	151.830633
1645	151.818043
1646	151.805454
1647	151.792867
1648	151.780280
1649	151.767694
1650	151.755110
1651	151.742526
1652	151.729944
1653	151.717362
1654	151.704782
1655	151.692202
1656	151.679624
1657	151.667047
1658	151.654471
1659	151.641895
1660	151.629321
1661	151.616748
1662	151.604176
1663	151.591605
1664	151.579035
1665	151.566466
1666	151.553898
1667	151.541331
1668	151.528765
1669	151.516201
1670	151.503637
1671	151.491074
1672	151.478512
1673	151.465952
1674	151.453392
1675	151.440834
1676	151.428276
1677	151.415720
1678	151.403164
1679	151.390610
1680	151.378057
1681	151.365504
1682	151.352953
1683	151.340403
1684	151.327854
1685	151.315306
1686	151.302759
1687	151.290212
1688	151.277667
1689	151.265123
1690	151.252581
1691	151.240039
1692	151.227498
1693	151.214958
1694	151.202419
1695	151.189882
1696	151.177345
1697	151.164809
1698	151.152275
1699	151.139741
1700	151.127208
1701	151.114677
1702	151.102146
1703	151.089617
1704	151.077089
1705	151.064561
1706	151.052035
1707	151.039510
1708	151.026986
1709	151.014462
1710	151.001940
1711	150.989419
1712	150.976899
1713	150.964380
1714	150.951862
1715	150.939345
1716	150.926829
1717	150.914314
1718	150.901800
1719	150.889288
1720	150.876776
1721	150.864265
1722	150.851755
1723	150.839247
1724	150.826739
1725	150.814233
1726	150.801727
1727	150.789223
1728	150.776719
1729	150.764217
1730	150.751715
1731	150.739215
1732	150.726716
1733	150.714217
1734	150.701720
1735	150.689224
1736	150.676729
1737	150.664234
1738	150.651741
1739	150.639249
1740	150.626758
1741	150.614268
1742	150.601779
1743	150.589291
1744	150.576804
1745	150.564319
1746	150.551834
1747	150.539350
1748	150.526867
1749	150.514386
1750	150.501905
1751	150.489425
1752	150.476947
1753	150.464469
1754	150.451992
1755	150.439517
1756	150.427042
1757	150.414569
1758	150.402097
1759	150.389625
1760	150.377155
1761	150.364686
1762	150.352217
1763	150.339750
1764	150.327284
1765	150.314819
1766	150.302355
1767	150.289891
1768	150.277429
1769	150.264968
1770	150.252508
1771	150.240049
1772	150.227591
1773	150.215134
1774	150.202679
1775	150.190224
1776	150.177770
1777	150.165317
1778	150.152865
1779	150.140415
1780	150.127965
1781	150.115516
1782	150.103069
1783	150.090622
1784	150.078177
1785	150.065732
1786	150.053289
1787	150.040846
1788	150.028405
1789	150.015964
1790	150.003525
1791	149.991087
1792	149.978649
1793	149.966213
1794	149.953778
1795	149.941344
1796	149.928911
1797	149.916478
1798	149.904047
1799	149.891617
1800	149.879188
1801	149.866760
1802	149.854333
1803	149.841907
1804	149.829482
1805	149.817058
1806	149.804635
1807	149.792214
1808	149.779793
1809	149.767373
1810	149.754954
1811	149.742537
1812	149.730120
1813	149.717704
1814	149.705290
1815	149.692876
1816	149.680463
1817	149.668052
1818	149.655641
1819	149.643232
1820	149.630823
1821	149.618416
1822	149.606010
1823	149.593604
1824	149.581200
1825	149.568797
1826	149.556394
1827	149.543993
1828	149.531593
1829	149.519194
1830	149.506795
1831	149.494398
1832	149.482002
1833	149.469607
1834	149.457213
1835	149.444820
1836	149.432428
1837	149.420037
1838	149.407647
1839	149.395258
1840	149.382870
1841	149.370483
1842	149.358098
1843	149.345713
1844	149.333329
1845	149.320946
1846	149.308564
1847	149.296184
1848	149.283804
1849	149.271425
1850	149.259048
1851	149.246671
1852	149.234296
1853	149.221921
1854	149.209547
1855	149.197175
1856	149.184803
1857	149.172433
1858	149.160064
1859	149.147695
1860	149.135328
1861	149.122962
1862	149.110596
1863	149.098232
1864	149.085869
1865	149.073506
1866	149.061145
1867	149.048785
1868	149.036426
1869	149.024068
